first name;last name;other;title;nachruf/tode;jub;issue_date;Geburt/Tod;ID
Josef;Tal;Interview  Gottgetreu  18,.4.75;-;-;-;-;-;MBNR.8.PER.272
;Talonn(%olffenstein);Baruch  B.;-;Todesanzeige;-;13.56.75;-;MBNR.8.PER.273
Nax;Tau;ilachruf  HT  (sl  Batlen  Ag.  A  Wwar/t,  Ust  133.36  );Dr.;-;-;26.3.76;-;MBNR.8.PER.274
David;Yaubes;;Dr.;Todesanzeige;-;14.10.77;-;MBNR.8.PER.275
;Techow;Ernst  (Rathenau-iiörder)(Freeden);-;-;-;31.1.75;-;MBNR.8.PER.276
Jerucham;olkes;Rez.  (Tobias);-;-;-;24.12.76;-;MBNR.8.PER.277
Armnold;Toynbee;llachruf(Lilienfeld);-;-;-;21.11.75;-;MBNR.8.PER.278
br.Ernst;Yryfus;lioshe  80  (Nelken);-;-;-;14.1.77;-;MBNR.8.PER.279
Ssaul;Tschernichonsky;loo.Geburtstag;-;-;-;25.9.75;-;MBNR.8.PER.280
Frof.Sinai;Ucko;ilachruf(Sonn)  20,8.76;-;-;-;-;-;MBNR.8.PER.281
Jizchak;Unna;Gedenkbuch(fobias);Rabb.;-;-;20.6.75;-;MBNR.8.PER.282
uosche;Unna;75  (Rosenthal);-;-;-;18.11.77;-;MBNR.8.PER.283
iioshe;Ussoskin;(Bankier)  Rez.Bich(26);-;-;-;26.3.76;-;MBNR.8.PER.284
lüchant;Wagner;(Gradenwitz);-;-;-;29.10.76;-;MBNR.8.PER.285
Josef;Halk;Kez.Buch  üb.  jüc,ürziehung(Sonn);Dr.;-;-;11.10.77;-;MBNR.8.PER.286
Armmin;veaner;T.  90  28,.1.77;-;-;-;-;-;MBNR.8.PER.287
frof.Herbert;Weichmann;80  Hi;-;-;-;20.2.76;-;MBNR.8.PER.288
;Weihe;üölischewa(ilaharia)  80;-;-;-;3.8.75;-;MBNR.8.PER.289
Josef;eiss;75  (Capell);Dr.;-;-;26.11.76;-;MBNR.8.PER.290
heinz;Weissenberg;"Rez.""iloses""";-;-;-;18.7.79;-;MBNR.8.PER.291
Chaim;Yeizmann;Rede  1918  Skoms;-;-;-;26.3.75;-;MBNR.8.PER.292
Robert;Weltsch;85  (MT,  Wavor,P.Rosenblütli,Escha  Bergman);Dr.;-;-;13.6.76;-;MBNR.8.PER.293
R.Z.;Verblowsky;Ref.üb.Jerusalen;Prof.;-;-;2.5.75;-;MBNR.8.PER.294
Franz;Werfel;wWeberführung  nach  Wien  8...75;-;-;-;-;-;MBNR.8.PER.295
dr.Hans;wollin;ilachruf  A.Bergmann  (gest.ünde  Dez.75);-;-;-;2.1.76;-;MBNR.8.PER.296
Curt;wormann;75  UT;Prof.;-;-;3.1.75;-;MBNR.8.PER.297
Perez;Zadik;kachruf(Frager);Dr.;-;-;3.9.76;-;MBNR.8.PER.298
Israel;Zangırill;50.Todestag(&G);-;-;-;10.9.76;-;MBNR.8.PER.299
Hiltgunt;Zassenhaus;wjenoiren  Rez.Lilienfeld;-;-;-;25.7.75;-;MBNR.8.PER.300
Frof.3seev;Zeltner;ul.;-;Nachruf;-;1.4.77;-;MBNR.8.PER.301
Hermann;Zondek;90  (PJacobi);Prof.;-;-;26.8.77;-;MBNR.8.PER.302
Carl;Zuckmayer;lachruf  Hi;-;-;-;4.2.77;-;MBNR.8.PER.303
ärnold;Zweig;lrinnerungsnotizen(Tobias);-;-;-;20.8.76;-;MBNR.8.PER.304
sax;Zweig;85  24.6,.77;-;-;-;-;-;MBNR.8.PER.305
Stefan;Zueig;u.sein  Freund  K.ueyerowitz;-;-;-;23.7.76;-;MBNR.8.PER.306
Gerhard;Zuerenz;iüb.Juden(Lilienfeld);-;-;-;2.4.76;-;MBNR.8.PER.307
Rudi;Zyswann;iachruf  HT;Dr.;-;-;26.9.75;-;MBNR.8.PER.308
