first name;last name;other;title;nachruf/tode;jub;issue_date;Geburt/Tod;ID
Julius;Rudel;dt.Orden  17,3,.67;-;-;-;-;-;MBNR.4.PER.306
Schluno;Rülf;Fr,  709  21.5,00;-;-;-;-;-;MBNR.4.PER.307
;Rund;Julius  75  26.3,65;-;-;-;-;-;MBNR.4.PER.308
Arthur;Ruppin;25,Todestag  inner);-;-;-;5.1.63;-;MBNR.4.PER.309
;Sachs;"Nelly  ""Späte  Gedichte""  22,4,56(Bereuäsoln)";-;-;-;-;-;MBNR.4.PER.310
Salomon;Samusl;loo,Geburtstag  4,10,67;-;-;-;-;-;MBNR.4.PER.311
Salomon;Sassoon;David  (Ieserbrisf)  3,3,63;-;-;-;-;-;MBNR.4.PER.312
Siegfried;Sassoon;15,.9,67;-;-;-;-;-;MBNR.4.PER.313
;Schäffer;Hans  80  22,4,66;-;-;-;-;-;MBNR.4.PER.314
Paul;Schallück;"""Don  Quixotte""  12,1,.68(Gottgetreu)";-;-;-;-;-;MBNR.4.PER.315
Hoses;Schapira;Wilh,  5braun);-;-;-;8.7.66;-;MBNR.4.PER.316
Zvi;Schapiro;Hermann  Biogr.;-;-;-;11.11.66;-;MBNR.4.PER.317
Hartha;Schatz;8,12,67;-;Todesanzeige;-;-;-;MBNR.4.PER.318
Bsrnhard;Schelas;Todesamzeige  17,5,68;-;-;-;-;-;MBNR.4.PER.319
;Schiff;Fritz  Gedenkausstelle;-;-;-;17.11.67;-;MBNR.4.PER.320
Fritz;Schlesinger;Machruf‘  Gottgetreu);-;-;-;31.3.67;-;MBNR.4.PER.321
Gershom;Scholeun;Niederläni,  ikadeuie  22.9,67;-;-;-;-;-;MBNR.4.PER.322
Arnold;Schönberg;Werk  25,8,67(ur);-;-;-;-;-;MBNR.4.PER.323
Chr.Fr.D.;Schubart;Chr  Fr  D  ;-;-;-;-;-;MBNR.4.PER.324
Franz;Schürholz;"""Innenpolit.Kräfte  Tsraela""  3,10,66";-;-;-;-;-;MBNR.4.PER.325
Frits;Schwarzschild;30.6,67(i0);-;Nachruf;-;-;-;MBNR.4.PER.326
Leopold;Schwarzschild;Amoid);-;-;-;18.3.66;-;MBNR.4.PER.327
Albert;Schweitzer;1,Todeutag  14,1,65(Spear);-;-;-;-;-;MBNR.4.PER.328
Recha;Segal;;-;Nachruf;-;4.3.66;-;MBNR.4.PER.329
Felix;Shinnar;E,  Erinnerungen;-;-;-;13.10.87;-;MBNR.4.PER.330
Curt;Ssilberuaa;C,  60;-;-;-;24.5.63;-;MBNR.4.PER.331
Ernst;Sinon;"""Brlicken""  11,3,66(uf)";-;-;-;-;-;MBNR.4.PER.332
Zwi;Snunit(Lichtenstein);;-;Nachruf;-;4.11.65;-;MBNR.4.PER.333
Willl;Sowserfeld;;-;Nachruf;-;4.0.67;-;MBNR.4.PER.334
Aaird;Spire;Nechruf;-;-;-;26.58.66;-;MBNR.4.PER.335
Axel;Springer;;-;-;-;14.10.66;-;MBNR.4.PER.336
Eall;Staiger;Prof  Eall;Prof.;-;-;-;-;MBNR.4.PER.337
äwetlana;Stalin;Memoiren  25,8,67/3.11.E7(E  7);-;-;-;-;-;MBNR.4.PER.338
kdith;Stain;29,4.66  (#r,Meyer);-;-;-;-;-;MBNR.4.PER.339
Pror.iathan;Stein;Pror  iathan;-;-;-;-;-;MBNR.4.PER.340
Rudolf;Steiner;Berauar);-;-;-;19.5.67;-;MBNR.4.PER.341
Jakob;Steinhanit;Aktueller  ürpresiloniswus;-;-;-;10.3.0607;-;MBNR.4.PER.342
Salouo;Steinhsin;Ludwi+  loo.toiestar  (Graue);-;-;-;27.53.66;-;MBNR.4.PER.343
Adin;Steinsalz;Taluudausz.  2,0,07;-;-;-;-;-;MBNR.4.PER.344
Hyer;Stephany;;-;Nachruf;-;3.5.68;-;MBNR.4.PER.345
Erna;Stern;Wachruf  15.9,67;-;-;-;-;-;MBNR.4.PER.346
Gearg;Strauss;Essays  8,.7,6nlW.Leii.n);-;-;-;-;-;MBNR.4.PER.347
Otto;ytrauss;;-;Nachruf;-;3.6.06;-;MBNR.4.PER.348
Igor;strawinsky;85  306.07;-;-;-;-;-;MBNR.4.PER.349
Erich;Stroheln;v.;-;-;-;24.3.67;-;MBNR.4.PER.350
Joachin;Stutschewsky;75;-;-;-;4.2.66;-;MBNR.4.PER.351
Hargavete;Susuen;Muchwuf  2&.1,66(HT);-;-;-;-;-;MBNR.4.PER.352
Ettel;Susswan;(Kuuponistin)  )9.8,65;-;-;-;-;-;MBNR.4.PER.353
Pror.Jacob;Taldıon;Aufsätze,  31,5.67  !;-;-;-;-;-;MBNR.4.PER.354
liax;Yau;70  u:)  (gr.  Wer  un  1911848  /gpd  0sde,  133106);-;-;-;20.1.67;-;MBNR.4.PER.355
;Yaubes;Israel  26,.4,0d;-;Nachruf;-;-;-;MBNR.4.PER.356
nichanl;Yarmey;H.  Aufsätze  25,0,.67;-;-;-;-;-;MBNR.4.PER.357
John;Yolanı;(nanzipatioa  in  Lnrlend)  195.67;-;-;-;-;-;MBNR.4.PER.358
l'riedrich;Torberg;"""hansschaft""";-;-;-;5.0.68;-;MBNR.4.PER.359
Jacob;Youry;Polit,Orientlerungen  Bez,  25  I11.E£(12);-;-;-;-;-;MBNR.4.PER.360
kosche;iryfus;Ernst  TC;-;-;-;6.1.7;-;MBNR.4.PER.361
Kurt;Tucholsiy;ki.);-;-;-;24.2.67;-;MBNR.4.PER.362
Erich;Unger;Nachlası;-;-;-;3.5.66;-;MBNR.4.PER.363
Willian;Unaa;23,6.67(Axeriech.);-;Nachruf;-;-;-;MBNR.4.PER.364
Arcn;Verzelln;14,4,67;-;-;-;-;-;MBNR.4.PER.365
Jcserh;dehl;HMachruf  29,%,65;-;-;-;-;-;MBNR.4.PER.366
Elijahu;Wautuch;26,5,67/(Kraeiser);-;Nachruf;-;-;-;MBNR.4.PER.367
Perkin;Warbeck;(braun);-;-;-;22.12.67;-;MBNR.4.PER.368
Pranz;Yarıanın;'toiesnachricht;-;-;-;17.3.6567;-;MBNR.4.PER.369
;Wegner;Aruln  1,  80;-;-;-;21.10.65;-;MBNR.4.PER.370
;Tragik;..11,11.66(Zader);-;-;-;-;-;MBNR.4.PER.371
Herbert;Veichmann;Prof  Herbert;Prof.;-;-;-;-;MBNR.4.PER.372
Teorg;Weis;70;-;-;-;31.5.68;-;MBNR.4.PER.373
Irar;Weilsbren;9  27,.2).%7;-;-;-;-;-;MBNR.4.PER.374
Fricde;Weisomann;Gedenken;-;-;-;22.2.87;-;MBNR.4.PER.375
W.G.;Yella;  lonCehurtetae  AmıolR);-;-;-;22.1.66;-;MBNR.4.PER.376
EltjahulErng);Yelt;Meekmf  5.2.°%6(fruener);-;-;-;-;-;MBNR.4.PER.377
Intz;Yoltrann;Trdsernshrient;-;-;-;9.12.67;-;MBNR.4.PER.378
Felix;Veltsch;Gedenkfeier;-;-;-;4.3.5807);-;MBNR.4.PER.379
;"Yolten""";Robert  75  Sttos2n,  Mi  ,Sinon,K',!1.Kahn,  \aut#);-;-;-;17.6.5°;-;MBNR.4.PER.380
Kurt;w4lheln;1.Telerker  17454°°;-;-;-;-;-;MBNR.4.PER.381
;Winter;Huro  9;-;-;-;23.12.69;-;MBNR.4.PER.382
Kurt;Wolff;Briefa;-;-;-;12.5.67;-;MBNR.4.PER.383
Bernhard;Zondek;3,2.67(Grusehra);-;Nachruf;-;-;-;MBNR.4.PER.384
Hermarn;Zondek;80;-;-;-;1.9.67;-;MBNR.4.PER.385
Carl;Zuckmayer;70  2741.67;-;-;-;-;-;MBNR.4.PER.386
Stefan;Zuaip;25.Todestar;-;-;-;4.8.67;-;MBNR.4.PER.387
