first name;last name;other;title;nachruf/tode;jub;issue_date;Geburt/Tod;ID
Mayer;Ebner;Dr  Mayer;Dr.;-;-;-;-;MBNR.1.PER.241
KHeinrich;Eckmann;75;-;-;-;31.5.46;-;MBNR.1.PER.242
Jizchak;Edel;60;-;-;-;30.12.5;-;MBNR.1.PER.243
Jakob;Edelstein;5.Todestag;-;-;-;1.7.49;-;MBNR.1.PER.244
Wolfganf;Edinger;Seev(Jerusalen)  45/1950  Tod;-;-;-;-;-;MBNR.1.PER.245
Rabbi;Eger;Akiba  200.Geburtstag(Neufeld);-;-;-;17.11.61;-;MBNR.1.PER.246
Dr.Salomon;Ehrenfeld;ilachruf;Prof.;-;-;7.4.44;-;MBNR.1.PER.247
Markus;Ehrenrpeis;10/1951;Rabb.;Nachruf;-;-;-;MBNR.1.PER.248
Georg;Ehrlich;;Dr.;Nachruf;-;10.5.57;-;MBNR.1.PER.249
Simon;Bichengrün;(Pet.Tikwa)  49/1951  88(30  Jahre  im  Land);-;-;-;-;-;MBNR.1.PER.250
Albert;Einstein;To  (Blumenfeld);Prof.;-;-;25.3.49;-;MBNR.1.PER.251
Alfred;Einstein;(Husik)  13/1952;-;Nachruf;-;-;-;MBNR.1.PER.252
Simche;Eisenberg;;-;Nachruf;-;30.12.48;-;MBNR.1.PER.253
ärpad;Fisinger;4/1951;-;Nachruf;-;-;-;MBNR.1.PER.254
Robert;Eisinger;(Mähren)  43/1951  Üachruf;Dr.;-;-;-;-;MBNR.1.PER.255
Max;Eitingon;60(Ellen  Simon);Dr.;-;-;27.6.41;-;MBNR.1.PER.256
‚Jehuda;Elath(Engelberg);;-;Nachruf;-;22.1.54;-;MBNR.1.PER.257
Ismar;Elbogen;(Wilhelm);Prof.;Nachruf;-;6.8.43;-;MBNR.1.PER.258
Karl;Elias;llachruf(H.Epstein);Dr.;-;-;21.2.41;-;MBNR.1.PER.259
Hordechai;Eliash;11/1950;Dr.;Nachruf;-;-;-;MBNR.1.PER.260
kalter;Eliassow;“achruf;Dr.;-;-;17.1.58;-;MBNR.1.PER.261
Benno;Elkan;(Bildhauer)  70  (K.Schwarz);-;-;-;5.12.47;-;MBNR.1.PER.262
Johanna;Ellern;“achruf;-;-;-;9.9.55;-;MBNR.1.PER.263
Rabbi;Emden;Jacob  6/1951  s:Amuletten-Streit;-;-;-;-;-;MBNR.1.PER.264
;Epnstein;Paul  (Dozent  ‚iannheim)  (im  KZ  gest);-;Nachruf;-;1.8.47;-;MBNR.1.PER.265
Gershon;Epstein;17/1951    s:Kultur-Detektive...;-;-;-;-;-;MBNR.1.PER.266
Harry;Epstein;(KJV)  Aug.39  60;Dr.;-;-;-;-;MBNR.1.PER.267
Jacob;Epstein;(Bildhauer)  47/1950  70;-;-;-;-;-;MBNR.1.PER.268
Oskar;Epstein;Tod;Dr.;-;-;6.2.42;-;MBNR.1.PER.269
Uri;Epstein;22/1952;-;Nachruf;-;-;-;MBNR.1.PER.270
;Eschelbacher;Rabb.Dr.lax  &;-;-;-;22.1.60;-;MBNR.1.PER.271
Frediger;Eschwege;Dr.Seligm.Ber(Hanborn);-;Nachruf;-;2.6.44;-;MBNR.1.PER.272
Otto;Eskeles;Tod;-;-;-;5.8.60;-;MBNR.1.PER.273
Aına;Essinger;u  ai.  er  dir  (kt);-;Nachruf;-;10.6.6560;-;MBNR.1.PER.274
Abr.leib;Estermann;"""7  Frey  NN";-;Nachruf;-;24.11.44;-;MBNR.1.PER.275
Max;Ettinger;35/1951  Tod;-;-;-;-;-;MBNR.1.PER.276
Lore;Ettlinger;Tod;-;-;-;13.1.61;-;MBNR.1.PER.277
Hartin;Exiner;60;-;-;-;28.12.45;-;MBNR.1.PER.278
Kabb.Dr.Ruben;Färber;Kabb  Dr.Ruben;-;-;-;-;-;MBNR.1.PER.279
David;Farbstein;;Dr.;Nachruf;-;29.5.5353;-;MBNR.1.PER.280
Kardinal;Faulhaber;v.München  25/1952;-;Nachruf;-;-;-;MBNR.1.PER.281
Ernst;Feder;80;Dr.;-;-;24.3.61;-;MBNR.1.PER.282
Ur.Rudolf;Feige;äachruf;-;-;-;11.56.48;-;MBNR.1.PER.283
Hugo;Feilchenfeld;Dr  Hugo;Dr.;-;-;-;-;MBNR.1.PER.284
Arthur;Feiler;Prof  Arthur;Prof.;-;-;-;-;MBNR.1.PER.285
;Feinberg;Joseph  13/1950  J.F.1855-1903;-;-;-;-;-;MBNR.1.PER.286
Berthold;Feiwel;Febr.38  Nachruf(L.Herrmann,Jul.Simon);-;-;-;-;-;MBNR.1.PER.287
;Feldnarti;DY,ChEta  Nachruf(Ben  Chorin);-;-;-;31.10.47;-;MBNR.1.PER.288
Hermann;Felixbrod;12,8.55  NHachruf;Dr.;-;-;-;-;MBNR.1.PER.289
Leopold;Fernbach;11.2,55;-;Nachruf;-;-;-;MBNR.1.PER.290
