first name;last name;other;title;nachruf/tode;jub;issue_date;Geburt/Tod;ID
Leo;Feuchtwanger;Dr  Leo;Dr.;-;-;-;-;MBNR.1.PER.291
Lion;Feuchtwanger;(Schriftsteller)  Hachruf;-;-;-;9.1.59;-;MBNR.1.PER.292
Hartin;Feuchtwanger;Wachruf;-;-;-;21.11.52?;-;MBNR.1.PER.293
Sigbert;Feuchtwanger;lachruf  (H»T.);Dr.;-;-;20.4.56;-;MBNR.1.PER.294
Anna;Feuchtwanger-Steinitz;(Fürth)  itachruf;-;-;-;25.9.42;-;MBNR.1.PER.295
Emanuel;Feuermann;Tod;-;-;-;5.6.42;-;MBNR.1.PER.296
;Feuerring;Isaak  Dez.37  itachruf(&rich  Cohn);-;-;-;-;-;MBNR.1.PER.297
Dr.Heinrich;Finkelstein;ilachruf(Prof.L.F.lieyer);Prof.;-;-;1.5.42;-;MBNR.1.PER.298
;Fischer;Hedwig  28.11,52;-;Nachruf;-;-;-;MBNR.1.PER.299
;Fischer;Dr.Isidor(Wien)  “achruf(Plaschkes);-;-;-;26.2.43;-;MBNR.1.PER.300
;Fischer;Oscar  Nachruf(K.Schwarz);-;-;-;10.10.47;-;MBNR.1.PER.301
;Fischer;Samuel(Verlag)  37/1951  65  [  55H  Sul  +);-;-;-;-;-;MBNR.1.PER.302
Walter;Fischer;(KJV)  20.3,59  70(E.Auerhach);Dr.;-;-;-;-;MBNR.1.PER.303
Kurt;Fleischer;(Berlin);Dr.;Nachruf;-;11.8.44;-;MBNR.1.PER.304
Heinrich;Fleiss;50;Dr.;-;-;15.59.42;-;MBNR.1.PER.305
David;Florentin;“achruf(Kloetzel);-;-;-;1.8.41;-;MBNR.1.PER.306
Fritz;Flusser;;-;Nachruf;-;14.4.61;-;MBNR.1.PER.307
i.;Fodor;60;Prof.;-;-;3.3.44;-;MBNR.1.PER.308
Francis;Foley;Edward  (+  memoriam;-;-;-;19.6.58)in;-;MBNR.1.PER.309
Jehuda;Foerder;Ludwig  Nachruf(E.Goldstein);-;-;-;16.7.54;-;MBNR.1.PER.310
Herbert;Foerder;Yeshayahu  (geb.1901)  AH.  1  (ec  )  47);Dr.;-;-;-;-;MBNR.1.PER.311
Friedr.Wilh.;Foerster;9%;Prof.;-;-;10.7.59;-;MBNR.1.PER.312
Louis;Franck;80;Dr.;-;-;5.11.48;-;MBNR.1.PER.313
Alfred;Frank;(Berlin)  60;-;-;-;13.12.46;-;MBNR.1.PER.314
Henny;Frank;(Haifa)  Wachruf(Tanne);-;-;-;17.9.43;-;MBNR.1.PER.315
Leonhard;Frank;75;-;-;-;25.10.57;-;MBNR.1.PER.316
Rudolf;Frank;(Basel)  42/1951  65;Dr.;-;-;-;-;MBNR.1.PER.317
Adolf;Fraenkel;Abr.H.  50  (Wolfsberg);Prof.;-;-;7.3.41;-;MBNR.1.PER.318
Emil;Fränkel;(München)  “achruf;-;-;-;21.5.42;-;MBNR.1.PER.319
;Frankenstein;Betty  vor  40  Jahren(Beginnbei  ZV£fD);-;-;-;16.6.44;-;MBNR.1.PER.320
Carl;Frankenstein;50  (R.Simon)  24:  1390  25;Prof.;-;-;18.3.55;-;MBNR.1.PER.321
Hans;Frankenstein;3/1952  Bo;Dr.;-;-;-;-;MBNR.1.PER.322
Philipp;Frankenstein;52/1950  10o.Geburtstag;-;-;-;-;-;MBNR.1.PER.323
Salomon;Frankfurter;Tod;Prof.;-;-;23.1.42;-;MBNR.1.PER.324
Chanan;Freimann;23/1952  wachruf;-;-;-;-;-;MBNR.1.PER.325
Elias;Frenkel;KarlM(Jerusalen)  70;Dr.;-;-;8.8.58;-;MBNR.1.PER.326
Paula;Frenkel;60  (E.Simon);-;-;-;2.2.45;-;MBNR.1.PER.327
Prof;Freud;Sigmund  1445.56  loo.Geburtstag(6.Nai);-;-;-;-;-;MBNR.1.PER.328
Ismar;Freund;12,4.46  70;Dr.;-;-;-;-;MBNR.1.PER.329
Simon;Freund;Oktob.39  Nachruf(G.Weissmann);-;-;-;-;-;MBNR.1.PER.330
Chaim;Friedberg;Dov(bibliograph)  7/1952  75;-;-;-;-;-;MBNR.1.PER.331
;Friedemann;Adolf  lo.Todestag(Herlitz);-;-;-;11.12.42;-;MBNR.1.PER.332
Hans;Friedenthal;60(B.C.);Dr.;-;-;5.2.60;-;MBNR.1.PER.333
Joseph;Friedjung;10,5.46  Sachruf;Dr.;-;-;-;-;MBNR.1.PER.334
David;Friedländer;48/1950  D.F,u.d,Emanzipation(200.Geburtg);-;-;-;-;-;MBNR.1.PER.335
Lilian;Friedländer;12,11,54  “achruf(E.Kurwitz);-;-;-;-;-;MBNR.1.PER.336
Raphael;Friedländer;19;-;-;-;6.4.56;-;MBNR.1.PER.337
Sallie;Friedländer;Nachruf(Geis);-;-;-;27.10.61;-;MBNR.1.PER.338
David;Friedmann;Arie  iachruf(ii.Hayer);Dr.;-;-;16.8.57;-;MBNR.1.PER.339
Leopold;Friedmann;60  ea  ,;Dr.;-;-;9.11.45;-;MBNR.1.PER.340
;Friedmann;Rabb.Dr.Sinmon  9,3.45  “achruf;-;-;-;-;-;MBNR.1.PER.341
Daniel;Frisch;11/1950  äüachruf;-;-;-;-;-;MBNR.1.PER.342
;Frischer;Ing.Ernst  27,8,54  “achruf;-;-;-;-;-;MBNR.1.PER.343
Hans;Frohnhausen;lachruf;-;-;-;18.8.44;-;MBNR.1.PER.344
Clara;Fromberg;8;-;-;-;25.3.49;-;MBNR.1.PER.345
;Fuchs;Rabb.Dr.Hugo;-;Nachruf;-;4.11.49;-;MBNR.1.PER.346
Leo;Fuchs;(Herzlia)  4/1951  To;-;-;-;-;-;MBNR.1.PER.347
Süsskind;Fuchs;Leib  Tod;-;-;-;16.3.45;-;MBNR.1.PER.348
Bracha;Fuld;Wachruf;-;-;-;5.4.46;-;MBNR.1.PER.349
;Fürst;Edmund(Maler)  80;-;-;-;5.2.54;-;MBNR.1.PER.350
;Fürth;Henriette(Frankft)  11.8,61  loo.Geburtstag;-;-;-;-;-;MBNR.1.PER.351
Grete;Gamsu;Dr  Grete;Dr.;-;-;-;-;MBNR.1.PER.352
Chanan;Gassner(Simtai);Nachruf(Geis);-;-;-;7.8.59;-;MBNR.1.PER.353
Paul;Geheeb;(Pädagog)  Hachruf(E.Steinitz);-;-;-;26.5.61;-;MBNR.1.PER.354
Manfred;Geis;Moshe  (geb.1906);-;-;-;-;-;MBNR.1.PER.355
Saly;Veis;70;-;-;-;13.8.43;-;MBNR.1.PER.356
Grete;Geis-Kitzinger;;-;Nachruf;-;19.11.43;-;MBNR.1.PER.357
N.M..;Gelber;Dr.N.M  .;Dr.;-;-;-;-;MBNR.1.PER.358
Isidor;Gewitsch;“achruf;-;-;-;30.10.42;-;MBNR.1.PER.359
AndrE;Gide;10/1951;-;Nachruf;-;-;-;MBNR.1.PER.360
Fphrajim;Ginsberg;(Zwickau)  Nachruf(S.Braun);-;-;-;21.4.61;-;MBNR.1.PER.361
Sigmar;Ginsburg;50  (BenTor);Dr.;-;-;14.1.42;-;MBNR.1.PER.362
Shimon;Ginzburg;(schriftsteller)  Nachruf(M,Mayer);Dr.;-;-;21.1.44;-;MBNR.1.PER.363
Karl;Glaser;(KJV)  70  (W.Fischer);-;-;-;3.6.60;-;MBNR.1.PER.364
;Glückson;"Dr.Moshe  (""Haaretz"")  Juni  39  Tod";-;-;-;-;-;MBNR.1.PER.365
Walter;Coehr;(Dirigent);-;Nachruf;-;16.12.60;-;MBNR.1.PER.366
Jakob;Goitein;L.(Frankft)  0kt.39  Nachruf(H.Pomeranz);-;-;-;-;-;MBNR.1.PER.367
Abraham;Goldberg;(USA);-;Nachruf;-;12.6.42;-;MBNR.1.PER.368
Ar.Albert;Goldberg;70  (Jungmann);-;-;-;28.9.45;-;MBNR.1.PER.369
Emanuel;Goldberg;75;Prof.;-;-;25.1.57;-;MBNR.1.PER.370
willy;Goldberg;10,6.55  70;Dr.;-;-;-;-;MBNR.1.PER.371
Ör.Arie;Goldhammer-Sahawi;24,3.44  60;-;-;-;-;-;MBNR.1.PER.372
Louis;Golding;29,8.58  dachmuf;-;-;-;-;-;MBNR.1.PER.373
;Goldmann;Adolf  3/1950  70;-;-;-;-;-;MBNR.1.PER.374
Felix;Goldmann;(1882-1934);Rabb.;-;-;-;-;MBNR.1.PER.375
;Goldmann;Mosche  60;-;-;-;18.2.55;-;MBNR.1.PER.376
Nachum;Goldmann;60  (Blumenfeld,Joseftal);Dr.;-;-;9.7.54;-;MBNR.1.PER.377
liax;Goldreich;1/1%o  75;-;-;-;-;-;MBNR.1.PER.378
E.D.;Goldschmidt;60  (E.Simon);Dr.;-;-;9.12.55;-;MBNR.1.PER.379
Max;Goldschmidt;30,5.47  liachruf;-;-;-;-;-;MBNR.1.PER.380
Rachel;Goldschmidt;90;-;-;-;25.7.52;-;MBNR.1.PER.381
Wilhelm;Goldschmidt;Dr  Wilhelm;Dr.;-;-;-;-;MBNR.1.PER.382
Alexander;Goldstein;(1884-1949);Dr.;-;-;-;-;MBNR.1.PER.383
Angelo;Goldstein;30,5.47  llachruf;Dr.;-;-;-;-;MBNR.1.PER.384
.Franz;Goldstein;"Dr  .Franz(""Frango"")";Dr.;-;-;-;-;MBNR.1.PER.385
Walter;Goldstein;29,5.53  60  (H.T.);Dr.;-;-;-;-;MBNR.1.PER.386
Elijahu;Golomb;(Haganah)  15,6.45;-;Nachruf;-;-;-;MBNR.1.PER.387
Aron;Gordon;David  13.2,42  20.Todestag(Landauer);-;-;-;-;-;MBNR.1.PER.388
;Gordon;Joshua  Nachruf(R.W.);-;-;-;24.10.41;-;MBNR.1.PER.389
Shmarjahu;Gorelik;(Journalist)  (R.W.?);-;Nachruf;-;30.10.42;-;MBNR.1.PER.390
Erich;Göritz;(K,Schwarz);-;Nachruf;-;13.5.55;-;MBNR.1.PER.391
Paul;Gottstein;(H.T.);Dr.;Nachruf;-;18.3.60;-;MBNR.1.PER.392
Curt;Goetz;;-;Nachruf;-;9.10.60;-;MBNR.1.PER.393
Fritz;Goetz;70;-;-;-;17.5.46;-;MBNR.1.PER.394
Adolf;Grabowsky;80;-;-;-;18.9.60;-;MBNR.1.PER.395
Pinchas;Grajewsky;Nachruf(Swet);-;-;-;28.3.41;-;MBNR.1.PER.396
Abr.;Granott(Granovsky);50  (Rosa  Cohn);Dr.;-;-;5.7.40;-;MBNR.1.PER.397
Rose;Grätzer;iachruf(R.W.);-;-;-;10.4.5535;-;MBNR.1.PER.398
Kurt;Grau;Joachim  iachruf;Dr.;-;-;27.6.47;-;MBNR.1.PER.399
;Gronemann;Sammy  23:2sA4]  (H.Geis);-;-;-;-;-;MBNR.1.PER.400
Sonja;Gronemann;April  36  iachruf;-;-;-;-;-;MBNR.1.PER.401
Herbert;Grossberger(Golan);Zwi  “achruf  (K,öchwarz);Dr.;-;-;14.5.54;-;MBNR.1.PER.402
Alfred;Grotte;(Prag-Posen)  Tod;Prof.;-;-;2.3.45;-;MBNR.1.PER.403
;Griinbaum;Dr.  Ernst;-;Nachruf;-;21.53.58;-;MBNR.1.PER.404
Levi;Grüneberg;(Elberfeld)  Wachruf(H.Epstein);Dr.;-;-;12.6.42;-;MBNR.1.PER.405
Moritz;Griinfelder;22,.8.41  (L.terrmann);-;Nachruf;-;-;-;MBNR.1.PER.406
Leo;Grünthal;(Breslau)  «achruf  (}i.Schachtel);-;-;-;29.1.43;-;MBNR.1.PER.407
Hax;Grunwald;70  //;Dr.;Nachruf;-;26.6.53;-;MBNR.1.PER.408
Hax;Grünewald;60(H.T.  ‚Wilheln);Rabb.;-;-;4.12.59;-;MBNR.1.PER.409
Heinrich;Grünfeld;(Berlin)  (+1936);-;-;-;-;-;MBNR.1.PER.410
Nathan;Griinnstein;(Frankft-Karlsruhe)  (Millner);-;Nachruf;-;7.1.44;-;MBNR.1.PER.411
Ernst;Guggenheim;(RamatGan)  10,8.45  üachruf;Dr.;-;-;-;-;MBNR.1.PER.412
;Guggenheim;Ludwig  11/1951  Tod;-;-;-;-;-;MBNR.1.PER.413
Siegfr.;Gugeenheim;(Offenbach);Dr.;Nachruf;-;3.3.61;-;MBNR.1.PER.414
Silvain;Guggenheim;S.  (Zürich);-;Nachruf;-;27.2.48;-;MBNR.1.PER.415
;Gumbel;(Stuttgart)  “achruf(Franz  lieyer);Dr.;-;-;21.3.42;-;MBNR.1.PER.416
Ur.kartin;Gumpert;(Schriftsteller)  29,4.55;-;Nachruf;-;-;-;MBNR.1.PER.417
Richard;Gumperz;lachruf  (E,Auerbach);Dr.;-;-;30.10.42;-;MBNR.1.PER.418
Josef;Gurewitch;iachruf;Prof.;-;-;11.11.60;-;MBNR.1.PER.419
König;Gustav;v.Schweden  45/1950;-;Nachruf;-;-;-;MBNR.1.PER.420
Georg;Guthmann;+achruf;Dr.;-;-;5.2.60;-;MBNR.1.PER.421
Bernhard;Guttmann;(Schriftsteller)  27.2,59  iachruf(E.Kahn);-;-;-;-;-;MBNR.1.PER.422
Josef;Guttmann;22,.8.41  Tod;Dr.;-;-;-;-;MBNR.1.PER.423
Julius;Guttmann;60  (E.Simon);Prof.;-;-;12.4.40;-;MBNR.1.PER.424
Salo;Guttmann;(Kirj.Bialik)  7/1950;-;Nachruf;-;-;-;MBNR.1.PER.425
Alphons;Haas;de  (Hamburg)  Nachmf;-;-;-;24.10.52;-;MBNR.1.PER.426
Ludwig;Halberstädter;(Prof.L.F.iieyer);Prof.;Nachruf;-;13.5.49;-;MBNR.1.PER.427
Jechiel;Halperin;Kichael  (1860-1920);-;-;-;-;-;MBNR.1.PER.428
Dr.;Hamburger;(Breslau)  26.3,43  Nachruf(H.T.);Rabb.;-;-;-;-;MBNR.1.PER.429
Paul;Hamburger;8;-;-;-;31.10.52;-;MBNR.1.PER.430
;Hamburger;Dr.Theodor(Karlsruhe)  26,3,43  75;-;-;-;-;-;MBNR.1.PER.431
Avigdor;Hameiri;65(M.Mayer);-;-;-;16.12.55;-;MBNR.1.PER.432
;Hammer;Walter  70(Sturmann);-;-;-;20.6.58;-;MBNR.1.PER.433
Fritz;Hammerschlag;(Berlin);-;Nachruf;-;1.1.60;-;MBNR.1.PER.434
Arthur;Hantke;70  (R.W.  ‚L.Herrmann)  f;Dr.;-;-;3.3.44;-;MBNR.1.PER.435
Maximilian;Harden;100.Geburtstag(Gottgetreu);-;-;-;20.10.61;-;MBNR.1.PER.436
Clara;Haskil;(Pianistin);-;Nachruf;-;30.12.60;-;MBNR.1.PER.437
Gerhart;Hauptmann;(+6.6.  46)  A;-;-;-;-;-;MBNR.1.PER.438
Ing.Max;lecker;(KV)  80  (Herlitz);-;-;-;6.2.59;-;MBNR.1.PER.439
;Hecker;,wilheln  (Jerusalem);-;Nachruf;-;20.7.45;-;MBNR.1.PER.440
;Heimann;Robert  üachruf;-;-;-;13.2.48;-;MBNR.1.PER.441
Edgar;Heinemann;(KJV)  60;-;-;-;5.5.61;-;MBNR.1.PER.442
Isaak;Heinemann;70;Prof.;-;-;5.7.46;-;MBNR.1.PER.443
Salomon;Heinenann;75;-;-;-;18.4.47;-;MBNR.1.PER.444
Walter;Heinemann;(Magdeburg)  Nachruf(B.C.);-;-;-;20.9.46;-;MBNR.1.PER.445
..;Heinrich;..(Apotheker  Danzig);-;-;-;-;-;MBNR.1.PER.446
Alfred;Heller;;Dr.;Nachruf;-;6.4.56;-;MBNR.1.PER.447
Robert;Heller;(Nathania)  ilachruf;-;-;-;18.8.61;-;MBNR.1.PER.448
Hans;Hellinger;üachruf;-;-;-;10.12.48;-;MBNR.1.PER.449
Jacob;Hellmann;39/1950  (Landauer);-;Nachruf;-;-;-;MBNR.1.PER.450
NMartin;Hennig;Tod;Dr.;-;-;23.10.40;-;MBNR.1.PER.451
Moritz;Ilenschel;(Berlin);-;Nachruf;-;2.5.47;-;MBNR.1.PER.452
Erich;Herlinger;10/1950;Dr.;Nachruf;-;-;-;MBNR.1.PER.453
Georg;Herlitz;60;Dr.;-;-;16.3.45;-;MBNR.1.PER.454
Ernst;Herrmann;iiachruf(E.Auerbach);-;-;-;28.2.47;-;MBNR.1.PER.455
Hans;Herrmann;Ulrich;Dr.;Nachruf;-;7.2.47;-;MBNR.1.PER.456
Heinz;Herrmann;50;Dr.;-;-;14.8.42;-;MBNR.1.PER.457
Hugo;Herrmann;liachruf;-;-;-;5.1.40;-;MBNR.1.PER.458
;Herrmann;Leo  Mirz  338  50  (Blumenfeld);-;-;-;-;-;MBNR.1.PER.459
Paul;Hertz;(Berlin)  (A.Bergmann);Dr.;Nachruf;-;24.11.61;-;MBNR.1.PER.460
Karl;lierz;(Berlin)  42/1951  z.Gedächtnis  (Wormann);Dr.;-;-;-;-;MBNR.1.PER.461
Georg;Herz-Shikmoni;To;-;-;-;18.2.55;-;MBNR.1.PER.462
Wilh.(Mikwe;Herzberg;Jisrael)  50.Todesjahr(S.Braun);Dr.;-;-;12.4.49;-;MBNR.1.PER.463
“rnst;Herzfeld;Salomon;Dr.;Nachruf;-;7.5.48;-;MBNR.1.PER.464
Leopold;Herzka;35/1951  80;Dr.;-;-;-;-;MBNR.1.PER.465
Theodor;Herzl;(1860-1904);Dr.;-;-;-;-;MBNR.1.PER.466
Artur;Herzog;60;-;-;-;10.4.53;-;MBNR.1.PER.467
Überrabb.Dr.J.i.;Herzog;;-;Nachruf;-;31.7.59;-;MBNR.1.PER.468
;Heuss;Prof  ;Prof.;-;-;-;-;MBNR.1.PER.469
Wierner;Heyrann;Richard(Komponist);-;Nachruf;-;9.6.61;-;MBNR.1.PER.470
Arnold;Hildesheimer;Bo;Dr.;-;-;2.11.45;-;MBNR.1.PER.471
Hirsch;Hildesheimer;50.Todestag;Dr.;-;-;2.12.60;-;MBNR.1.PER.472
Schalom;Hildesheimer;Dr  Schalom;Dr.;-;-;-;-;MBNR.1.PER.473
Albert;Hirsch;(UV)  60;Dr.;-;-;7.2.47;-;MBNR.1.PER.474
Alfred;Hirsch;(Hamburg);-;Nachruf;-;14.2.47;-;MBNR.1.PER.475
Aron;Hirsch;(H-Kupfer)  ilachruf  (Josef  Hirsch);-;-;-;17.4.42;-;MBNR.1.PER.476
Edith;Hirsch;;-;Nachruf;-;25.11.55;-;MBNR.1.PER.477
br.Erwin;Hirsch;br  Erwin;-;-;-;-;-;MBNR.1.PER.478
Feibisch;Hirsch;29,12.44  Tod;-;-;-;-;-;MBNR.1.PER.479
Gottfried;Hirsch;;-;Nachruf;-;14.1.44;-;MBNR.1.PER.480
Hermann;liirsch;(Koburg);-;Nachruf;-;6.2.42;-;MBNR.1.PER.481
Josef;Hirsch;(Berlin-Jerusalen)  70;Dr.;-;-;25.1.46;-;MBNR.1.PER.482
Joseph;Hirsch;(Haifa)  60;-;-;-;17.1.58;-;MBNR.1.PER.483
Julius;lirsch;kachruf;Prof.;-;-;1.9.61;-;MBNR.1.PER.484
Max(KJV.Kwuzat;Hirsch;Dr  Max(KJV  Kwuzat;Dr.;-;-;-;-;MBNR.1.PER.485
0tto;Hirsch;iüachruf(L.Harx);Dr.;-;-;18.7.41;-;MBNR.1.PER.486
Remy;Hirsch;6,9,53;Dr.;Nachruf;-;-;-;MBNR.1.PER.487
Sall$;Hirsch;Dr  Sall$;Dr.;-;-;-;-;MBNR.1.PER.488
Siegfr.Schalon;llirsch;(kessinwerk)  liachruf;-;-;-;17.7.53;-;MBNR.1.PER.489
Alfred;Kirschberg;(5ao  Paulo)  60;-;-;-;19.9.61;-;MBNR.1.PER.490
Erich;Hirschberg;(Breslau)  ilachruf;Dr.;-;-;29.8.47;-;MBNR.1.PER.491
Ernst;Hoffmann;Serach;-;Nachruf;-;20.5.60;-;MBNR.1.PER.492
Dr.Jakob;Hoffmann;24/1951  To;Rabb.;-;-;-;-;MBNR.1.PER.493
;Hoffmann;Rabb.Dr.Moses  (Breslau)  7;-;-;-;3.12.48;-;MBNR.1.PER.494
Dr.Emil;Hofmann;Chanoch;Rabb.;Nachruf;-;17.8.56;-;MBNR.1.PER.495
Salomon;Hofmann;"(H06)  ilachruf  (B4E,;)";-;-;-;2.6.44;-;MBNR.1.PER.496
Hugo;Hofmannsthal;v.    25.Todestag(R.W.);-;-;-;16.7.54;-;MBNR.1.PER.497
Herm.Zwi;Hofstein;(Oppeln);Dr.;Nachruf;-;26.5.44;-;MBNR.1.PER.498
Gerhard;Holdheim;(KIV)  50  (P.Hirsch);Dr.;-;-;27.11.42;-;MBNR.1.PER.499
Arthur;Holitscher;Tod;-;-;-;6.2.42;-;MBNR.1.PER.500
Paul;Holzer;(Rischon)  26.2,43  50;Dr.;-;-;-;-;MBNR.1.PER.501
Moses;Hommel;4,.6,54  85;Dr.;-;-;-;-;MBNR.1.PER.502
Siegfr.S.;Hoofien;Siegfr.S  ;-;-;-;-;-;MBNR.1.PER.503
Shm.Abba;Horodetzki;70;Dr.;-;-;5.9.41;-;MBNR.1.PER.504
Abr.Aba;Horovitz;;-;Nachruf;-;8.1.54;-;MBNR.1.PER.505
larcus;Horovitz;10.3,44  loo.Geburtstag(Prof,.I.Heinemann);-;-;-;-;-;MBNR.1.PER.506
Jakob;Horowitz;10,3,39  (R.layer);Rabb.;Nachruf;-;-;-;MBNR.1.PER.507
;Höxter;Dr.Richard  Tod;-;-;-;1.8.41;-;MBNR.1.PER.508
Bronislav;Hubermann;achruf  (Frango);-;-;-;20.6.47;-;MBNR.1.PER.509
Ricarda;HKuch;(+17.11.47);-;-;-;-;-;MBNR.1.PER.510
Erich;Hurwitz;Dr  Erich;Dr.;-;-;-;-;MBNR.1.PER.511
‚Harriet;Hurwitz;10,8,56  _  wachruf;-;-;-;-;-;MBNR.1.PER.512
Hax;Hurwitz;(KV)  50;-;-;-;22.8.41;-;MBNR.1.PER.513
David;Idelson;22,10,54;-;Nachruf;-;-;-;MBNR.1.PER.514
Karl;Igel;60;-;-;-;17.6.60;-;MBNR.1.PER.515
Naphtali;Imber;Herz  ZEXIZ  25,.2,49  40,Todestag;-;-;-;-;-;MBNR.1.PER.516
Leo;Isaak;70;Dr.;-;-;25.1.46;-;MBNR.1.PER.517
Walter;Israel;12.7,46  iachruf(1.Todestag);-;-;-;-;-;MBNR.1.PER.518
wilfrid;Israel;üachruf  (R.W.);-;-;-;11.6.43;-;MBNR.1.PER.519
Grete;Isserlin;“achruf  (i1.Hoffner);-;-;-;20.11.53;-;MBNR.1.PER.520
Dr.Bruno;Italiener;3,.8,56;Rabb.;Nachruf;-;-;-;MBNR.1.PER.521
Wl.;Jabotinsky;iachruf  (geb.1880);-;-;-;9.8.40;-;MBNR.1.PER.522
Kalman;Jacobi;;Dr.;Nachruf;-;3.10.47;-;MBNR.1.PER.523
Bernh.M.;Jacobson;Dr.Bernh.M  ;Dr.;-;-;-;-;MBNR.1.PER.524
Jacob;Jacobson;7,5.54  65;Dr.;-;-;-;-;MBNR.1.PER.525
Nax;Jacobsohn;Nax(KJV  Pard.Channa);-;-;-;-;-;MBNR.1.PER.526
Max;Jacobsohn;;Dr.;Nachruf;-;10.1.47;-;MBNR.1.PER.527
Hax;Jacoby;2/11  5;-;-;-;-;-;MBNR.1.PER.528
llermann;Jadlowker;75;-;-;-;1.8.52;-;MBNR.1.PER.529
Max;Jaffe;79°”?;-;Nachruf;-;17.7.53;-;MBNR.1.PER.530
Leib;Jaffe;(geb.1875)  WNachruf(L.Herrmann);-;-;-;19.3.48;-;MBNR.1.PER.531
Kerl;Jandorf;(Berlin)  Nachruf(L.Saul);-;-;-;24.12.43;-;MBNR.1.PER.532
Barnett;Janner;60;-;-;-;4.7.52;-;MBNR.1.PER.533
Anton;Jarosy;(Maler);-;Nachruf;-;11.1.52;-;MBNR.1.PER.534
Julius;Jakobi;iachruf;Dr.;-;-;8.7.55;-;MBNR.1.PER.535
David;Jellin;;-;Nachruf;-;19.12.41;-;MBNR.1.PER.536
;Jessner;Leopold(Regisseur)  (1878-1945);-;-;-;-;-;MBNR.1.PER.537
Ludwig;Jonas;iachruf;-;-;-;20.2.42;-;MBNR.1.PER.538
Morris;Jonas;  llachruf;-;-;-;17.3.44;-;MBNR.1.PER.539
;Joseph;Dr.Julius;-;Nachruf;-;17.7.53;-;MBNR.1.PER.540
Dr.Max;Joseph;Rabb  Dr.Max;Rabb.;-;-;-;-;MBNR.1.PER.541
t.0.;June;t.0  ;-;-;-;-;-;MBNR.1.PER.542
Hax;Jungmann;70(I.Auerbach);Dr.;-;-;28.3.45;-;MBNR.1.PER.543
Elisabeth;Jungmann-Beerbohm;13.2,59  iachruf;-;-;-;-;-;MBNR.1.PER.544
A.;Kabak;(Dichter)  (H.Mayer);-;Nachruf;-;1.12.44;-;MBNR.1.PER.545
Franz;Kafka;FK  u.d.Zionismus(Brod);-;-;-;26.4.4656;-;MBNR.1.PER.546
Paul;Kahle;3/1950  75;-;-;-;-;-;MBNR.1.PER.547
Bernhard;Kahn;;Dr.;-;-;27.5.50;-;MBNR.1.PER.548
Ernst;Kahn;12,3.54  70  (;-;-;-;-;-;MBNR.1.PER.549
Ernst;Kahn;(Ramot  Hashawin);Dr.;-;-;-;-;MBNR.1.PER.550
Franz;Kahn;;Dr.;-;-;18.1.46;-;MBNR.1.PER.551
Josef;Kahn;(RamatGan)  27;-;-;-;-;-;MBNR.1.PER.552
Leo;Kahn;;-;-;-;17.9.54;-;MBNR.1.PER.553
;Kahn;Wilhelm  S,(RamatGan)  31/1951  Tod;-;-;-;-;-;MBNR.1.PER.554
Josef;Kahn;(Chemnitz-Palästina-Canada);-;Nachruf;-;5.2.54;-;MBNR.1.PER.555
Ernst;Kalmus;E.  To(Victor:latum:1.1.44);Dr.;-;-;31.12.43;-;MBNR.1.PER.556
Chain;Kalvaryski;Margalioth  To  (R.W,);-;-;-;26.3.4353;-;MBNR.1.PER.557
Aron;Kaminka;Armand  23,5.41  75;Dr.;-;-;-;-;MBNR.1.PER.558
Siegfried;Kanowitz;S.;Dr.;-;-;-;-;MBNR.1.PER.559
blieser;Kaplan;(Hinister);-;-;-;-;-;MBNR.1.PER.560
Schlomo;Kaplansky;60;-;-;-;3.3.44;-;MBNR.1.PER.561
;Kaplun-Kogan;Wladimir  W.;-;Nachruf;-;26.3.48;-;MBNR.1.PER.562
Pfarrer;Kappes;13,6.41  siehe:Kraft  d.Glaubens(  Bergman);-;-;-;-;-;MBNR.1.PER.563
Georg;Kareski;cokt,37  Erklärunh  HOG  z.Fall  K(eingewandert);-;-;-;-;-;MBNR.1.PER.564
Josef;Kastein;(Schriftsteller)  50  (E.Auerbach);Dr.;-;-;15.10.40;-;MBNR.1.PER.565
Srich;kästner;20,3.59  60  (s:Lessing);-;-;-;-;-;MBNR.1.PER.566
Berthodd;Katz;(Berlin)  60;-;-;-;23.6.44;-;MBNR.1.PER.567
Leo;Katzenberg;(Nürnberg);-;Nachruf;-;23.10.42;-;MBNR.1.PER.568
ör.Ernst;Katzenstein;60;-;-;-;21.2.5938;-;MBNR.1.PER.569
;Katzenstein;Fritz  (KJV)  lachruf(W.Fischer);-;-;-;27.6.58;-;MBNR.1.PER.570
Richard;Katzenstein;Dr  Richard;Dr.;-;-;-;-;MBNR.1.PER.571
Fritz;Kauffmenn;Tod;Dr.;-;-;14.3.41;-;MBNR.1.PER.572
Richard;Kauffmann;Juni  37  50  (L.Cohn);-;-;-;-;-;MBNR.1.PER.573
lavid;Kaufinann;loo.Geburtstag;Prof.;-;-;1.8.52;-;MBNR.1.PER.574
Fritz;kaufmann;Prof  Fritz;Prof.;-;-;-;-;MBNR.1.PER.575
;Kaufmann;Fritz  Mordechai  8,.3,46  25.Todestag(Andr&  Meyer);-;-;-;-;-;MBNR.1.PER.576
Julius;Kaufmann;60(ll.Epstein)  };-;-;-;6.5.47;-;MBNR.1.PER.577
